MATCH_EVENT_ID,TEAM_NAME,GAME_SEASON,DATE_OF_GAME,IS_KNOCKOUT_MATCH,HOME_OR_AWAY,LAT_LONG,LOCATION_X,LOCATION_Y,SHOT_DISTANCE,AREA_OF_SHOT,RANGE_OF_SHOT,SHOT_TYPE,SHOT_POWER,SHOT_BASICS,REMAINING_MINUTES,REMAINING_SECONDS,TOTAL_SECONDS_REMAINING,IS_GOAL
185.0,Manchester United,2005-06,2005-11-11,0,MANU @ PHI,"39.993941, -75.143458",-130.0,143.0,39,Left Side Center(LC),16-24 ft.,shot - 3,2,Mid Range,4,57,297,0
212.0,Manchester United,2005-06,2005-11-11,0,MANU @ PHI,"39.993941, -75.143458",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,2,Goal Area,2,12,132,0
245.0,Manchester United,2005-06,2005-11-11,0,MANU @ PHI,"39.993941, -75.143458",159.0,-18.0,36,Unknown,16-24 ft.,shot - 24,3,Mid Range,10,16,616,0
318.0,Manchester United,2005-06,2005-11-11,0,MANU @ PHI,"39.993941, -75.143458",-192.0,210.0,48,Left Side Center(LC),24+ ft.,shot - 3,3,Penalty Spot,0,0,0,0
361.0,Manchester United,2005-06,2005-11-11,0,MANU @ PHI,"39.993941, -75.143458",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,7,33,453,0
384.0,Manchester United,2005-06,2005-11-11,0,MANU @ PHI,"39.993941, -75.143458",-2.0,194.0,39,Center(C),16-24 ft.,shot - 36,4,Mid Range,5,10,310,0
412.0,Manchester United,2005-06,2005-11-11,0,MANU @ PHI,"39.993941, -75.143458",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,1,4,64,1
8.0,Manchester United,2005-06,2005-11-14,0,MANU @ MEM,"35.103812, -89.964007",0.0,0.0,20,Center(C),Unknown,shot - 39,1,Goal Area,10,49,649,1
20.0,Manchester United,2005-06,2005-11-14,0,MANU @ MEM,"35.103812, -89.964007",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 4,1,Goal Area,8,50,530,1
36.0,Manchester United,2005-06,2005-11-14,0,MANU @ MEM,"35.103812, -89.964007",-25.0,48.0,25,Center(C),Less Than 8 ft.,shot - 3,1,Goal Line,7,28,448,1
61.0,Manchester United,2005-06,2005-11-14,0,MANU @ MEM,"35.103812, -89.964007",-117.0,64.0,33,Left Side(L),8-16 ft.,shot - 3,1,Mid Range,4,26,266,0
136.0,Manchester United,2005-06,2005-11-14,0,MANU @ MEM,"35.103812, -89.964007",-138.0,127.0,38,Left Side Center(LC),16-24 ft.,shot - 3,2,Mid Range,8,18,498,0
221.0,Manchester United,2005-06,2005-11-14,0,MANU @ MEM,"35.103812, -89.964007",126.0,187.0,42,Right Side Center(RC),16-24 ft.,shot - 3,2,Mid Range,0,28,28,1
267.0,Manchester United,2005-06,2005-11-14,0,MANU @ MEM,"35.103812, -89.964007",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,3,Goal Area,6,40,400,1
275.0,Manchester United,2005-06,2005-11-14,0,MANU @ MEM,"35.103812, -89.964007",-125.0,133.0,38,Left Side Center(LC),16-24 ft.,shot - 15,3,Mid Range,5,29,329,0
11.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 49,1,Unknown,10,32,632,0
23.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",161.0,0.0,36,Right Side(R),16-24 ft.,shot - 3,1,Mid Range,8,47,527,0
31.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,8,25,505,0
85.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",28.0,194.0,39,Center(C),16-24 ft.,shot - 38,1,Mid Range,2,30,150,1
,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",126.0,156.0,40,Right Side Center(RC),16-24 ft.,shot - 6,1,Mid Range,1,18,78,0
150.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",-6.0,105.0,30,Center(C),8-16 ft.,shot - 48,2,Goal Line,7,5,425,0
166.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",-13.0,89.0,28,Center(C),8-16 ft.,shot - 3,2,Goal Line,5,7,307,0
169.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,2,Goal Area,4,39,279,0
175.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",125.0,77.0,34,Right Side(R),8-16 ft.,shot - 3,2,Mid Range,3,32,212,0
189.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",171.0,7.0,37,Right Side(R),16-24 ft.,shot - 3,2,Mid Range,2,32,152,0
291.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",90.0,169.0,39,Right Side Center(RC),16-24 ft.,shot - 3,3,Unknown,4,1,241,1
387.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",-145.0,118.0,38,Left Side Center(LC),16-24 ft.,shot - 46,4,Mid Range,7,7,427,0
394.0,Manchester United,2005-06,2005-11-16,0,Unknown,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,4,Goal Area,6,38,398,1
447.0,Manchester United,2005-06,2005-11-16,0,MANU vs. NYK,"42.982923, -71.446094",164.0,66.0,37,Right Side(R),16-24 ft.,shot - 7,4,Unknown,2,28,148,0
54.0,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",-100.0,120.0,35,Left Side(L),8-16 ft.,shot - 3,1,Mid Range,4,21,261,0
93.0,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",-141.0,122.0,38,Left Side Center(LC),16-24 ft.,shot - 41,2,Mid Range,11,43,703,1
211.0,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",-23.0,252.0,45,Center(C),24+ ft.,shot - 3,2,Penalty Spot,0,7,7,0
,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",-133.0,125.0,38,Left Side Center(LC),16-24 ft.,shot - 30,3,Mid Range,11,8,668,0
252.0,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",174.0,-11.0,37,Right Side(R),16-24 ft.,shot - 42,3,Unknown,8,57,537,1
286.0,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",0.0,127.0,32,Center(C),8-16 ft.,shot - 3,3,Goal Line,5,5,305,1
409.0,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",135.0,100.0,36,Right Side Center(RC),16-24 ft.,shot - 51,4,Mid Range,4,4,244,0
427.0,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",227.0,-18.0,42,Right Side(R),24+ ft.,shot - 51,4,Right Corner,2,20,140,0
432.0,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",-182.0,86.0,40,Left Side(L),16-24 ft.,shot - 15,4,Mid Range,1,57,117,0
,Manchester United,2005-06,2005-11-18,0,MANU vs. LAC,"42.982923, -71.446094",-200.0,166.0,45,Left Side Center(LC),24+ ft.,shot - 10,4,Penalty Spot,0,44,44,0
11.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,10,7,607,0
38.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 4,1,Goal Area,7,30,450,1
89.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",161.0,18.0,36,Right Side(R),16-24 ft.,shot - 15,1,Mid Range,2,57,177,0
101.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",117.0,123.0,36,Right Side Center(RC),16-24 ft.,shot - 3,1,Mid Range,2,2,122,0
126.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",102.0,183.0,40,Right Side Center(RC),16-24 ft.,shot - 3,2,Mid Range,11,36,696,0
167.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",92.0,160.0,38,Unknown,16-24 ft.,shot - 3,2,Mid Range,8,20,500,1
184.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",123.0,30.0,32,Right Side(R),8-16 ft.,shot - 3,2,Mid Range,6,38,398,0
236.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",-75.0,253.0,46,Center(C),24+ ft.,shot - 12,2,Unknown,0,51,51,0
250.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",-176.0,15.0,37,Left Side(L),16-24 ft.,shot - 3,3,Mid Range,11,43,703,1
254.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",-138.0,35.0,34,Left Side(L),8-16 ft.,shot - 3,3,Mid Range,10,57,657,0
316.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",-145.0,-8.0,34,Left Side(L),8-16 ft.,shot - 3,3,Mid Range,5,11,311,1
367.0,Unknown,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",-61.0,171.0,38,Left Side Center(LC),16-24 ft.,shot - 3,3,Mid Range,0,0,0,0
417.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",-192.0,13.0,39,Left Side(L),16-24 ft.,shot - 36,4,Mid Range,7,26,446,1
488.0,Manchester United,2005-06,2005-11-20,0,MANU vs. CHI,"42.982923, -71.446094",100.0,232.0,45,Right Side Center(RC),24+ ft.,shot - 3,4,Penalty Spot,0,2,2,0
17.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",15.0,105.0,30,Center(C),8-16 ft.,shot - 3,1,Goal Line,9,27,567,0
167.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,2,Goal Area,6,56,416,1
197.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",-128.0,-19.0,32,Left Side(L),8-16 ft.,shot - 3,2,Mid Range,3,55,235,0
223.0,Manchester United,2005-06,2005-11-24,0,Unknown,"42.982923, -71.446094",89.0,110.0,34,Right Side(R),8-16 ft.,shot - 36,2,Mid Range,1,44,104,0
233.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",-138.0,48.0,34,Left Side(L),8-16 ft.,shot - 31,2,Mid Range,0,35,35,0
277.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,9,31,571,0
351.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",38.0,0.0,23,Center(C),Less Than 8 ft.,shot - 3,3,Goal Area,1,33,93,1
356.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,1,4,64,0
364.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",113.0,237.0,46,Right Side Center(RC),24+ ft.,shot - 3,3,Penalty Spot,0,26,26,1
375.0,Unknown,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",-133.0,174.0,41,Left Side Center(LC),16-24 ft.,shot - 3,4,Mid Range,11,46,706,1
394.0,Unknown,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",-154.0,105.0,38,Left Side(L),16-24 ft.,shot - 3,4,Mid Range,9,41,581,0
413.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",113.0,206.0,43,Right Side Center(RC),16-24 ft.,shot - 12,4,Mid Range,6,38,398,0
438.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",-123.0,84.0,34,Left Side(L),8-16 ft.,shot - 3,4,Mid Range,4,32,272,1
461.0,Manchester United,2005-06,2005-11-24,0,MANU vs. SEA,"42.982923, -71.446094",80.0,156.0,37,Right Side Center(RC),16-24 ft.,shot - 3,4,Mid Range,2,17,137,0
,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",98.0,235.0,45,Right Side Center(RC),24+ ft.,shot - 16,1,Penalty Spot,0,9,9,0
177.0,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",-85.0,114.0,34,Left Side(L),8-16 ft.,shot - 3,2,Mid Range,5,51,351,0
196.0,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",98.0,138.0,36,Right Side Center(RC),16-24 ft.,shot - 13,2,Mid Range,4,7,247,0
229.0,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",123.0,117.0,36,Right Side Center(RC),16-24 ft.,shot - 3,2,Mid Range,0,55,55,0
318.0,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",74.0,173.0,38,Right Side Center(RC),16-24 ft.,shot - 3,3,Mid Range,4,55,295,1
327.0,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",-85.0,143.0,36,Left Side Center(LC),16-24 ft.,shot - 15,3,Mid Range,3,41,221,1
351.0,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",-131.0,209.0,44,Left Side Center(LC),24+ ft.,shot - 23,3,Penalty Spot,2,9,129,1
421.0,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",-169.0,10.0,36,Left Side(L),16-24 ft.,shot - 54,4,Mid Range,7,46,466,1
529.0,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",236.0,46.0,44,Right Side(R),24+ ft.,shot - 3,4,Right Corner,0,13,13,1
576.0,Manchester United,2005-06,2005-11-27,0,MANU vs. NJN,"42.982923, -71.446094",-166.0,187.0,45,Left Side Center(LC),24+ ft.,shot - 3,5,Penalty Spot,2,6,126,0
9.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",161.0,77.0,37,Right Side(R),16-24 ft.,shot - 37,1,Mid Range,10,11,611,0
19.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",-3.0,3.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,8,37,517,1
31.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",-3.0,12.0,21,Center(C),Less Than 8 ft.,shot - 39,1,Goal Area,7,8,428,0
111.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",144.0,8.0,34,Right Side(R),8-16 ft.,shot - 3,1,Mid Range,0,30,30,1
117.0,Manchester United,2005-06,2005-11-29,0,Unknown,"29.444994, -98.524120",-29.0,68.0,27,Center(C),Less Than 8 ft.,shot - 3,1,Goal Line,0,0,0,1
,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",-25.0,7.0,22,Center(C),Less Than 8 ft.,shot - 39,2,Goal Area,6,59,419,1
181.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",-41.0,43.0,25,Center(C),Less Than 8 ft.,shot - 36,2,Goal Line,4,51,291,0
,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",69.0,18.0,27,Center(C),Less Than 8 ft.,shot - 3,2,Goal Line,4,10,250,0
204.0,Unknown,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",72.0,25.0,27,Center(C),Less Than 8 ft.,shot - 52,2,Goal Line,2,49,169,1
220.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",89.0,3.0,28,Right Side(R),8-16 ft.,shot - 50,2,Mid Range,1,22,82,0
258.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",-3.0,31.0,23,Center(C),Less Than 8 ft.,shot - 39,3,Goal Area,9,59,599,0
316.0,Unknown,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",75.0,20.0,27,Center(C),Less Than 8 ft.,shot - 29,3,Goal Line,2,37,157,0
,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",38.0,15.0,24,Center(C),Less Than 8 ft.,shot - 37,3,Goal Line,1,22,82,1
426.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",-18.0,41.0,24,Center(C),Less Than 8 ft.,shot - 44,4,Goal Line,2,50,170,1
436.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",-100.0,7.0,30,Left Side(L),8-16 ft.,shot - 1,4,Mid Range,1,51,111,0
458.0,Manchester United,2005-06,2005-11-29,0,MANU @ SAS,"29.444994, -98.524120",-74.0,229.0,44,Unknown,24+ ft.,shot - 39,4,Penalty Spot,0,25,25,0
10.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",167.0,122.0,40,Right Side Center(RC),16-24 ft.,shot - 38,1,Mid Range,10,11,611,0
25.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",151.0,138.0,40,Right Side Center(RC),16-24 ft.,shot - 53,1,Unknown,7,50,470,0
32.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",-145.0,114.0,38,Left Side Center(LC),16-24 ft.,shot - 3,1,Mid Range,7,19,439,1
264.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",-172.0,168.0,44,Left Side Center(LC),24+ ft.,shot - 42,3,Penalty Spot,11,11,671,1
272.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",-3.0,86.0,28,Unknown,Unknown,shot - 44,3,Goal Line,10,29,629,1
287.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",67.0,49.0,28,Right Side(R),8-16 ft.,shot - 3,3,Goal Line,8,49,529,0
328.0,Manchester United,2005-06,2005-12-01,0,Unknown,"40.774891, -111.930790",200.0,-21.0,40,Right Side(R),16-24 ft.,shot - 3,3,Mid Range,3,47,227,0
399.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",90.0,184.0,40,Right Side Center(RC),16-24 ft.,shot - 33,4,Unknown,9,25,565,0
405.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",-69.0,179.0,39,Left Side Center(LC),16-24 ft.,shot - 3,4,Mid Range,8,51,531,0
453.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",164.0,100.0,39,Unknown,Unknown,shot - 38,4,Mid Range,4,44,284,1
457.0,Manchester United,2005-06,2005-12-01,0,Unknown,"40.774891, -111.930790",-166.0,68.0,37,Left Side(L),16-24 ft.,shot - 13,4,Mid Range,3,55,235,1
539.0,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",-151.0,-14.0,35,Left Side(L),8-16 ft.,shot - 21,5,Mid Range,4,3,243,1
,Manchester United,2005-06,2005-12-01,0,MANU @ UTA,"40.774891, -111.930790",133.0,179.0,42,Right Side Center(RC),16-24 ft.,shot - 32,5,Mid Range,3,20,200,0
552.0,Unknown,2005-06,2005-12-01,0,Unknown,"40.774891, -111.930790",13.0,109.0,30,Center(C),Unknown,shot - 15,5,Goal Line,2,22,142,1
65.0,Manchester United,2005-06,2005-12-02,0,MANU vs. MIN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,2,47,167,1
159.0,Manchester United,2005-06,2005-12-02,0,MANU vs. MIN,"42.982923, -71.446094",38.0,13.0,24,Center(C),Less Than 8 ft.,shot - 44,2,Goal Line,5,14,314,1
179.0,Manchester United,2005-06,2005-12-02,0,MANU vs. MIN,"42.982923, -71.446094",-149.0,214.0,46,Left Side Center(LC),24+ ft.,shot - 45,2,Penalty Spot,2,54,174,0
202.0,Manchester United,2005-06,2005-12-02,0,MANU vs. MIN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,0,49,49,0
271.0,Manchester United,2005-06,2005-12-02,0,MANU vs. MIN,"42.982923, -71.446094",71.0,36.0,27,Center(C),Less Than 8 ft.,shot - 52,3,Goal Line,4,30,270,1
320.0,Manchester United,2005-06,2005-12-02,0,MANU vs. MIN,"42.982923, -71.446094",-80.0,128.0,35,Left Side(L),8-16 ft.,shot - 38,4,Goal Line,11,42,702,0
365.0,Manchester United,2005-06,2005-12-02,0,MANU vs. MIN,"42.982923, -71.446094",-112.0,156.0,39,Left Side Center(LC),16-24 ft.,shot - 3,4,Unknown,7,5,425,0
36.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",154.0,-11.0,35,Right Side(R),8-16 ft.,shot - 5,1,Mid Range,7,42,462,0
58.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",-148.0,10.0,34,Left Side(L),Unknown,shot - 3,1,Mid Range,5,42,342,0
185.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",15.0,66.0,26,Center(C),Less Than 8 ft.,shot - 3,2,Goal Line,5,36,336,1
307.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",-46.0,141.0,34,Center(C),8-16 ft.,shot - 38,3,Mid Range,4,45,285,1
314.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",-179.0,54.0,38,Left Side(L),16-24 ft.,shot - 3,3,Mid Range,3,38,218,1
337.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",62.0,210.0,41,Center(C),16-24 ft.,shot - 48,3,Mid Range,1,29,89,1
352.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",103.0,255.0,47,Right Side Center(RC),24+ ft.,shot - 3,3,Penalty Spot,0,0,0,0
382.0,Manchester United,2005-06,2005-12-04,0,Unknown,"42.982923, -71.446094",-25.0,51.0,25,Center(C),Less Than 8 ft.,shot - 3,4,Goal Line,8,43,523,0
384.0,Manchester United,2005-06,2005-12-04,0,Unknown,"42.982923, -71.446094",-16.0,43.0,24,Center(C),Less Than 8 ft.,shot - 42,4,Goal Line,8,39,519,1
390.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",-56.0,122.0,33,Center(C),8-16 ft.,shot - 6,4,Goal Line,7,57,477,1
406.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",28.0,87.0,29,Center(C),8-16 ft.,shot - 3,4,Goal Line,6,11,371,0
424.0,Manchester United,2005-06,2005-12-04,0,Unknown,"42.982923, -71.446094",-61.0,30.0,26,Center(C),Less Than 8 ft.,shot - 52,4,Goal Line,4,28,268,1
431.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",31.0,176.0,37,Center(C),16-24 ft.,shot - 17,4,Mid Range,3,56,236,0
442.0,Manchester United,2005-06,2005-12-04,0,MANU vs. CHA,"42.982923, -71.446094",-204.0,158.0,45,Left Side Center(LC),24+ ft.,shot - 52,4,Penalty Spot,2,49,169,0
6.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",-168.0,-18.0,36,Left Side(L),16-24 ft.,shot - 3,1,Mid Range,10,54,654,0
,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",110.0,20.0,31,Right Side(R),8-16 ft.,shot - 36,1,Mid Range,9,33,573,0
56.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",-145.0,265.0,50,Left Side Center(LC),24+ ft.,shot - 3,1,Penalty Spot,5,40,340,0
74.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",-74.0,135.0,35,Center(C),8-16 ft.,shot - 3,1,Goal Line,3,19,199,1
118.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,2,Goal Area,10,28,628,1
142.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",79.0,127.0,34,Right Side(R),8-16 ft.,shot - 13,2,Goal Line,7,30,450,1
166.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",-126.0,10.0,32,Unknown,8-16 ft.,shot - 7,2,Mid Range,4,57,297,0
170.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",-174.0,76.0,38,Left Side(L),16-24 ft.,shot - 16,2,Mid Range,4,24,264,1
184.0,Unknown,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,2,19,139,1
197.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,2,Goal Area,0,25,25,1
,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",148.0,26.0,35,Right Side(R),8-16 ft.,shot - 3,3,Mid Range,11,2,662,0
206.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",159.0,-29.0,36,Right Side(R),16-24 ft.,shot - 3,3,Mid Range,10,58,658,1
208.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",-130.0,-18.0,33,Left Side(L),8-16 ft.,shot - 3,3,Mid Range,10,27,627,0
253.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",-189.0,64.0,39,Left Side(L),16-24 ft.,shot - 3,3,Mid Range,4,22,262,0
373.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",-128.0,-26.0,33,Left Side(L),8-16 ft.,shot - 3,4,Mid Range,5,42,342,1
377.0,Manchester United,2005-06,2005-12-06,0,MANU @ MIL,"43.062206, -87.944754",146.0,-19.0,34,Right Side(R),8-16 ft.,shot - 3,4,Mid Range,4,52,292,1
,Manchester United,2005-06,2005-12-07,0,MANU @ TOR,"43.717098, -79.395917",34.0,220.0,42,Center(C),16-24 ft.,shot - 3,1,Mid Range,8,50,530,0
54.0,Unknown,2005-06,2005-12-07,0,MANU @ TOR,"43.717098, -79.395917",207.0,17.0,40,Unknown,16-24 ft.,shot - 3,1,Mid Range,5,25,325,1
82.0,Manchester United,2005-06,2005-12-07,0,MANU @ TOR,"43.717098, -79.395917",108.0,20.0,30,Right Side(R),8-16 ft.,shot - 55,1,Unknown,2,46,166,0
